host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,rating
90,94,49.27991,-123.12494,4,1.0,2.0,148.0,3,176,92.0
90,87,49.28034,-123.12509,4,1.0,3.0,108.0,3,180,93.0
100,78,49.21103,-123.11774,3,1.0,1.0,64.0,1,9,82.0
20,100,49.28621,-123.13566,4,1.0,1.0,104.0,30,17,95.0
100,57,49.28939,-123.12581,3,2.0,2.0,148.0,90,10,100.0
100,100,49.2499,-123.12433,2,1.0,1.0,79.0,2,66,97.0
100,50,49.27951,-123.12739,4,1.0,3.0,300.0,3,68,96.0
100,97,49.29108,-123.04144,8,4.0,4.0,133.0,2,142,99.0
100,94,49.25459,-123.04589,2,1.0,2.0,72.0,3,151,95.0
90,98,49.27853,-123.10677,3,2.0,3.0,99.0,2,193,90.0
100,91,49.281,-123.12565,2,1.0,1.0,53.0,31,14,99.0
100,33,49.25501,-123.0714,4,2.0,2.0,95.0,2,11,100.0
100,98,49.27823,-123.08676,6,2.0,2.0,89.0,2,292,97.0
93,36,49.27974,-123.13576,2,1.0,1.0,71.0,30,4,90.0
100,100,49.25537,-123.19077,2,3.0,2.0,108.0,1,1,20.0
100,97,49.25489,-123.18217,4,1.0,3.0,78.0,1,43,95.0
100,65,49.28224,-123.12421,2,1.0,1.0,99.0,30,9,100.0
100,97,49.29075,-123.04071,4,2.0,2.0,113.0,2,21,99.0
100,92,49.27913,-123.1187,2,1.0,1.0,79.0,30,8,97.0
100,68,49.25826,-123.07133,1,1.0,1.0,40.0,30,13,100.0
100,60,49.27759,-123.08576,2,1.0,1.0,75.0,3,98,100.0
100,91,49.22791,-123.03074,3,1.0,2.0,37.0,1,58,89.0
100,91,49.22802,-123.03224,3,1.0,4.0,45.0,1,67,91.0
100,100,49.2531,-123.08731,4,2.0,2.0,94.0,4,74,98.0
100,100,49.26172,-123.13058,2,1.0,1.0,82.0,2,107,96.0
100,91,49.22818,-123.03276,2,1.0,1.0,25.0,1,118,95.0
100,67,49.26216,-123.09894,2,1.0,1.0,88.0,30,109,88.0
100,100,49.28086,-123.02707,4,2.0,2.0,120.0,2,27,99.0
88,50,49.2786,-123.02855,4,2.0,2.0,150.0,2,22,96.0
100,100,49.25566,-123.09335,4,2.0,2.0,130.0,2,185,100.0
100,94,49.22451,-123.0597,4,1.0,3.0,65.0,1,108,95.0
100,95,49.27401,-123.14656,4,2.0,2.0,150.0,2,162,99.0
92,100,49.27936,-123.10649,6,3.0,4.0,338.0,2,108,96.0
100,98,49.27899,-123.12323,4,1.0,1.0,109.0,3,233,95.0
100,91,49.20875,-123.11862,6,3.0,3.0,175.0,2,78,92.0
100,25,49.25962,-123.18928,4,2.0,2.0,175.0,30,30,96.0
60,0,49.26517,-123.11037,8,4.0,4.0,280.0,2,23,92.0
100,85,49.27906,-123.12552,6,1.0,3.0,159.0,2,90,98.0
100,100,49.24853,-123.13645,5,2.0,3.0,198.0,2,21,99.0
90,100,49.27962,-123.12405,4,1.0,2.0,112.0,2,113,100.0
100,90,49.2316,-123.0628,8,4.0,4.0,113.0,2,100,95.0
100,100,49.2795,-123.11943,4,2.0,2.0,191.0,1,138,92.0
100,0,49.2331,-123.09868,2,1.0,1.0,79.0,1,133,98.0
75,86,49.28573,-123.12514,4,2.0,2.0,175.0,30,40,98.0
100,99,49.27732,-123.12063,4,2.0,2.0,145.0,90,9,100.0
18,71,49.26388,-123.17844,2,1.0,1.0,75.0,1,18,99.0
100,100,49.24639,-123.10578,4,1.0,2.0,90.0,30,3,100.0
100,94,49.28171,-123.10184,2,1.0,1.0,168.0,3,63,98.0
100,100,49.26878,-123.10078,2,1.0,1.0,350.0,1,52,100.0
92,87,49.28081,-123.12517,4,1.0,3.0,112.0,1,207,93.0
100,98,49.28836,-123.12491,2,1.0,1.0,115.0,1,119,95.0
100,99,49.23871,-123.1462,3,1.0,2.0,77.0,1,157,99.0
100,99,49.27985,-123.08039,4,2.0,2.0,185.0,2,82,97.0
100,100,49.24922,-123.10643,3,2.0,2.0,145.0,7,21,100.0
100,0,49.27341,-123.09975,6,2.0,3.0,175.0,3,14,97.0
100,0,49.27071,-123.06682,6,4.0,4.0,350.0,3,5,92.0
99,85,49.27291,-123.12668,4,1.0,2.0,250.0,31,2,90.0
99,85,49.27474,-123.12806,4,1.0,2.0,220.0,31,1,100.0
99,85,49.27502,-123.12715,4,1.0,2.0,220.0,30,2,100.0
99,85,49.27306,-123.12811,4,1.0,2.0,250.0,30,1,100.0
97,85,49.27539,-123.13316,2,1.0,1.0,130.0,3,69,95.0
100,94,49.2758,-123.13045,2,1.0,1.0,125.0,30,23,98.0
80,94,49.27977,-123.10905,6,3.0,3.0,431.0,30,129,96.0
75,25,49.27574,-123.03745,6,4.0,4.0,399.0,4,26,98.0
100,84,49.28144,-123.11662,2,1.0,1.0,151.0,30,2,100.0
100,100,49.2443,-123.0616,8,3.0,3.0,209.0,3,104,96.0
100,100,49.27024,-123.10181,4,1.0,2.0,119.0,30,42,96.0
0,20,49.2833,-123.10495,2,1.0,1.0,107.0,30,24,98.0
100,90,49.2324,-123.15844,3,2.0,2.0,150.0,3,28,96.0
100,89,49.26358,-123.12271,5,3.0,3.0,175.0,30,10,100.0
100,99,49.26873,-123.10876,4,1.0,2.0,240.0,31,120,98.0
90,100,49.29039,-123.12458,2,1.0,0.0,140.0,30,25,94.0
100,81,49.25457,-123.11622,4,2.0,2.0,90.0,5,9,98.0
100,100,49.26844,-123.109,4,1.0,2.0,125.0,7,33,98.0
100,100,49.27079,-123.10741,2,1.0,0.0,55.0,7,69,91.0
50,100,49.24591,-123.11862,6,3.0,3.0,275.0,2,20,86.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,14,92.0
100,100,49.25368,-123.18443,2,1.0,1.0,65.0,2,42,97.0
100,84,49.2816,-123.11712,2,1.0,1.0,151.0,30,1,60.0
100,100,49.264,-123.19444,2,1.0,1.0,145.0,2,84,98.0
57,40,49.2733,-123.15572,2,1.0,1.0,66.0,30,5,100.0
100,50,49.24891,-123.09959,5,3.0,4.0,314.0,2,33,93.0
100,100,49.21895,-123.06996,5,2.0,3.0,114.0,3,66,98.0
100,0,49.26837,-123.15531,4,1.0,2.0,200.0,30,23,100.0
100,100,49.27486,-123.1328,4,2.0,2.0,180.0,3,122,99.0
97,85,49.28327,-123.11642,4,1.0,1.0,95.0,30,6,96.0
100,100,49.25533,-123.18469,3,1.0,1.0,82.0,2,40,95.0
100,98,49.27889,-123.10794,5,3.0,3.0,185.0,2,164,98.0
91,98,49.25544,-123.11016,6,3.0,3.0,182.0,1,143,99.0
100,91,49.24531,-123.09538,2,1.0,1.0,85.0,2,138,99.0
100,71,49.26242,-123.17828,2,1.0,1.0,90.0,5,20,100.0
100,91,49.23098,-123.03564,6,2.0,2.0,89.0,2,71,94.0
100,100,49.28614,-123.12327,2,1.0,1.0,220.0,1,163,97.0
100,83,49.27502,-123.12303,2,1.0,1.0,95.0,31,16,95.0
100,86,49.27914,-123.12078,3,1.0,1.0,124.0,3,46,97.0
100,89,49.28062,-123.12768,4,2.0,2.0,257.0,1,15,99.0
95,99,49.27097,-123.18327,2,1.0,1.0,60.0,3,116,97.0
100,67,49.26055,-123.1821,7,3.0,3.0,213.0,7,16,96.0
100,98,49.28629,-123.125,2,1.0,2.0,178.0,2,225,98.0
100,100,49.21279,-123.11202,3,1.0,3.0,70.0,1,93,93.0
67,100,49.24148,-123.04938,4,2.0,2.0,130.0,2,1,100.0
100,91,49.2125,-123.12961,2,1.0,1.0,71.0,3,19,89.0
100,78,49.2639,-123.07697,6,2.0,2.0,62.0,1,46,90.0
100,100,49.24618,-123.10192,4,2.0,2.0,179.0,2,117,99.0
93,36,49.29074,-123.12746,2,1.0,1.0,74.0,30,2,100.0
100,100,49.25657,-123.07819,8,4.0,5.0,300.0,14,29,99.0
100,96,49.2791,-123.11925,4,2.0,2.0,125.0,2,132,94.0
100,100,49.27867,-123.10852,6,3.0,4.0,288.0,2,70,90.0
100,90,49.26851,-123.15162,3,1.0,1.0,185.0,3,101,99.0
100,92,49.27035,-123.21757,6,2.0,2.0,218.0,2,62,98.0
100,100,49.27343,-123.03806,4,1.0,2.0,65.0,2,76,95.0
100,89,49.27264,-123.06388,3,1.0,2.0,132.0,2,112,99.0
92,100,49.25468,-123.05223,6,3.0,3.0,125.0,1,157,97.0
100,20,49.28216,-123.12321,6,2.0,2.0,150.0,30,3,100.0
100,67,49.27887,-123.10727,5,2.0,3.0,212.0,3,53,97.0
100,100,49.28078,-123.12474,2,1.0,1.0,100.0,30,9,100.0
80,75,49.29005,-123.0551,2,1.0,1.0,55.0,3,69,97.0
100,85,49.28106,-123.12318,3,2.0,2.0,140.0,30,5,100.0
100,100,49.23277,-123.19773,4,1.0,3.0,199.0,2,50,100.0
67,67,49.21477,-123.13386,5,3.0,3.0,250.0,1,47,93.0
100,97,49.25898,-123.06895,2,1.0,1.0,84.0,2,185,99.0
20,40,49.22971,-123.112,1,1.0,1.0,49.0,30,74,100.0
100,65,49.28408,-123.12304,2,1.0,1.0,110.0,30,13,100.0
100,100,49.26811,-123.16668,4,1.0,2.0,115.0,3,90,98.0
100,91,49.20659,-123.11822,2,1.0,1.0,90.0,2,99,93.0
100,100,49.22402,-123.16,2,1.0,1.0,107.0,30,64,93.0
100,95,49.27891,-123.123,3,1.0,2.0,138.0,3,139,97.0
100,100,49.25711,-123.15114,7,4.0,4.0,425.0,4,42,99.0
100,100,49.28834,-123.12292,2,1.0,2.0,240.0,2,103,98.0
50,73,49.27255,-123.15222,2,1.0,1.0,400.0,1,23,98.0
100,100,49.28041,-123.12469,3,1.0,1.0,129.0,2,108,96.0
100,83,49.21715,-123.13789,1,1.0,1.0,50.0,3,6,83.0
100,96,49.2506,-123.07084,3,1.0,1.0,81.0,2,141,98.0
100,89,49.28557,-123.12443,2,1.0,2.0,109.0,2,69,91.0
100,100,49.25482,-123.18468,2,1.0,1.0,65.0,2,41,97.0
98,88,49.2637,-123.03999,2,1.0,1.0,49.0,1,65,93.0
100,100,49.25542,-123.18477,2,1.0,1.0,66.0,2,11,96.0
100,99,49.23473,-123.03126,2,1.0,1.0,45.0,3,95,98.0
100,95,49.25798,-123.15148,2,1.0,1.0,95.0,3,92,98.0
100,91,49.22645,-123.07235,8,4.0,6.0,208.0,5,117,98.0
100,89,49.27899,-123.12533,2,1.0,1.0,211.0,1,7,100.0
100,100,49.28211,-123.12338,2,1.0,1.0,110.0,30,6,100.0
100,100,49.28495,-123.12346,3,1.0,1.0,108.0,2,77,96.0
100,62,49.27992,-123.10749,2,1.0,1.0,199.0,1,106,99.0
100,89,49.27861,-123.1249,2,1.0,1.0,185.0,1,8,100.0
100,92,49.25852,-123.15032,2,1.0,1.0,95.0,3,118,98.0
70,66,49.2795,-123.12098,2,1.0,1.0,45.0,30,114,96.0
22,60,49.2772,-123.11778,2,1.0,1.0,84.0,30,1,100.0
80,87,49.21378,-123.06734,6,3.0,3.0,149.0,2,67,94.0
100,33,49.25687,-123.07864,4,2.0,2.0,138.0,3,30,97.0
100,100,49.28178,-123.10179,4,2.0,2.0,200.0,2,17,93.0
90,100,49.27055,-123.159,2,1.0,1.0,150.0,5,13,92.0
94,98,49.28057,-123.13068,1,1.0,1.0,37.0,30,5,92.0
100,71,49.24665,-123.06903,6,1.0,1.0,171.0,14,37,98.0
100,100,49.26551,-123.16694,4,1.0,1.0,165.0,2,51,97.0
100,57,49.24928,-123.18942,4,1.0,1.0,151.0,30,28,97.0
100,100,49.2272,-123.11212,1,1.0,1.0,39.0,30,10,90.0
100,100,49.27962,-123.12008,2,1.0,1.0,250.0,30,68,89.0
100,97,49.24124,-123.0276,4,2.0,3.0,95.0,1,50,98.0
100,100,49.26832,-123.15837,3,1.0,1.0,114.0,1,172,96.0
100,91,49.23109,-123.03373,8,3.0,4.0,140.0,2,13,97.0
100,99,49.2781,-123.08991,4,2.0,2.0,103.0,2,153,96.0
100,94,49.26042,-123.11013,4,1.0,2.0,85.0,30,97,99.0
100,98,49.28415,-123.12243,2,1.0,1.0,113.0,2,129,95.0
100,96,49.28721,-123.12752,6,2.0,2.0,278.0,2,124,93.0
100,98,49.23981,-123.16379,5,2.0,3.0,121.0,2,24,99.0
90,92,49.28064,-123.12523,4,1.0,3.0,156.0,3,131,92.0
100,100,49.25412,-123.1905,2,1.0,1.0,125.0,3,3,100.0
83,100,49.28191,-123.10273,2,1.0,1.0,150.0,2,39,90.0
100,100,49.2644,-123.04395,5,2.0,2.0,156.0,1,120,98.0
98,88,49.2637,-123.03999,2,1.0,1.0,49.0,1,60,88.0
100,100,49.27893,-123.12517,4,1.0,2.0,111.0,3,161,95.0
100,100,49.26914,-123.16404,4,2.0,2.0,163.0,30,18,100.0
100,100,49.25495,-123.19067,2,1.0,1.0,125.0,1,4,75.0
100,92,49.27305,-123.12057,4,1.0,2.0,150.0,5,61,96.0
70,100,49.28787,-123.12331,4,2.0,2.0,135.0,30,9,84.0
100,94,49.26239,-123.07531,5,3.0,3.0,50.0,2,131,98.0
98,88,49.2637,-123.03999,2,1.0,1.0,44.0,1,42,91.0
100,89,49.28076,-123.12566,2,1.0,1.0,248.0,1,5,96.0
100,100,49.23704,-123.07973,2,1.0,1.0,72.0,21,32,98.0
100,89,49.28069,-123.1258,2,1.0,1.0,248.0,1,5,100.0
100,89,49.28082,-123.12646,4,2.0,2.0,298.0,1,5,100.0
90,96,49.27912,-123.12323,4,1.0,3.0,118.0,1,143,93.0
100,98,49.28763,-123.12284,2,1.0,1.0,173.0,1,74,98.0
80,98,49.28614,-123.12481,6,2.0,3.0,258.0,2,109,98.0
100,98,49.28611,-123.12489,2,1.0,1.0,142.0,1,96,94.0
20,40,49.23111,-123.11183,1,1.0,1.0,45.0,30,94,100.0
100,64,49.28102,-123.10902,6,3.0,3.0,229.0,4,76,99.0
100,67,49.25011,-123.12779,2,1.0,2.0,75.0,1,8,95.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,9,93.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,6,100.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,3,80.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,8,95.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,14,90.0
97,85,49.2749,-123.11328,3,1.0,1.0,90.0,30,2,100.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,9,93.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,17,85.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,10,98.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,8,85.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,5,92.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,16,88.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,3,80.0
100,67,49.25011,-123.12779,2,1.0,1.0,75.0,1,6,93.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,6,90.0
100,67,49.25011,-123.12779,2,1.0,2.0,75.0,1,7,89.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,4,95.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,8,75.0
100,67,49.25011,-123.12779,3,1.0,2.0,75.0,1,15,93.0
100,100,49.25887,-123.08148,2,1.0,1.0,103.0,1,68,99.0
100,88,49.27809,-123.12243,4,1.0,1.0,187.0,30,8,93.0
100,92,49.2815,-123.08059,4,1.0,1.0,109.0,1,107,96.0
100,77,49.28317,-123.08406,4,1.0,1.0,119.0,1,133,96.0
100,100,49.21938,-123.06841,3,1.0,1.0,92.0,3,37,96.0
80,53,49.24087,-123.16899,1,1.0,1.0,30.0,120,1,100.0
100,96,49.23848,-123.04738,2,1.0,1.0,25.0,6,21,89.0
100,84,49.28013,-123.11874,2,1.0,1.0,115.0,30,1,100.0
100,97,49.27479,-123.12022,2,1.0,1.0,140.0,30,6,100.0
100,100,49.27462,-123.11727,3,1.0,1.0,114.0,30,1,100.0
100,83,49.21243,-123.11132,1,1.0,1.0,54.0,20,57,99.0
67,75,49.23426,-123.10274,2,1.0,1.0,45.0,30,4,100.0
20,40,49.23143,-123.11352,1,1.0,1.0,45.0,30,83,99.0
100,89,49.28052,-123.12668,2,1.0,1.0,248.0,1,2,100.0
100,100,49.25632,-123.142,6,2.0,3.0,228.0,3,34,96.0
100,84,49.2778,-123.11053,2,1.0,1.0,129.0,30,1,100.0
100,100,49.24489,-123.10441,4,1.0,3.0,65.0,4,76,97.0
100,88,49.24059,-123.0787,6,2.0,3.0,100.0,1,132,95.0
100,100,49.24235,-123.10075,2,1.0,1.0,91.0,1,100,97.0
100,89,49.23564,-123.11403,1,1.0,1.0,68.0,7,29,99.0
100,89,49.23596,-123.11286,1,1.0,1.0,70.0,5,23,99.0
100,67,49.25899,-123.18176,2,1.0,1.0,90.0,30,4,90.0
100,100,49.27096,-123.17555,6,3.0,3.0,390.0,3,25,98.0
100,100,49.27881,-123.09893,4,1.0,1.0,120.0,7,75,95.0
20,40,49.22973,-123.11165,1,1.0,1.0,55.0,30,64,100.0
100,100,49.22197,-123.08764,6,3.0,4.0,149.0,2,45,95.0
100,100,49.24377,-123.0937,2,1.0,1.0,109.0,2,84,98.0
100,92,49.27763,-123.11549,4,2.0,2.0,180.0,1,7,93.0
10,0,49.27066,-123.15635,5,2.0,3.0,149.0,60,75,93.0
67,25,49.2193,-123.08204,8,3.0,4.0,70.0,10,11,96.0
100,100,49.28314,-123.12849,4,1.0,1.0,167.0,28,8,100.0
100,100,49.27941,-123.11946,4,2.0,3.0,288.0,3,27,100.0
100,85,49.27875,-123.11443,3,2.0,2.0,120.0,30,10,96.0
100,100,49.25364,-123.08397,2,1.0,1.0,79.0,1,71,98.0
100,100,49.25092,-123.03359,8,3.0,3.0,250.0,2,71,98.0
100,100,49.27034,-123.15893,2,1.0,1.0,74.0,30,9,91.0
100,96,49.23739,-123.04725,2,1.0,1.0,40.0,30,9,98.0
100,100,49.26766,-123.10797,3,1.0,2.0,120.0,30,3,100.0
90,93,49.24086,-123.0825,2,1.0,1.0,85.0,7,37,100.0
80,90,49.21893,-123.04533,6,3.0,3.0,145.0,1,2,90.0
100,100,49.25728,-123.13057,2,1.0,1.0,89.0,3,31,99.0
100,100,49.26003,-123.16637,4,2.0,2.0,160.0,1,7,100.0
90,96,49.29007,-123.04229,4,2.0,3.0,75.0,1,23,94.0
100,88,49.2463,-123.10882,4,2.0,2.0,105.0,30,4,90.0
100,60,49.27775,-123.08402,4,2.0,2.0,140.0,3,2,100.0
100,97,49.24938,-123.09775,2,1.0,1.0,64.0,2,96,97.0
100,100,49.25137,-123.09585,4,1.0,2.0,155.0,3,83,99.0
100,91,49.28016,-123.08505,3,1.0,2.0,225.0,7,74,97.0
50,100,49.28234,-123.11691,4,1.0,2.0,85.0,30,6,87.0
100,100,49.24862,-123.1011,4,2.0,2.0,160.0,3,29,100.0
97,85,49.27956,-123.1198,4,1.0,1.0,95.0,30,6,93.0
100,58,49.28324,-123.11646,2,1.0,1.0,100.0,30,2,100.0
100,100,49.24936,-123.10836,4,1.0,1.0,107.0,3,81,96.0
90,100,49.26558,-123.06377,2,1.0,1.0,159.0,4,102,99.0
100,0,49.21186,-123.12147,4,2.0,2.0,129.0,4,291,95.0
100,71,49.24834,-123.10049,2,1.0,1.0,120.0,3,46,98.0
100,100,49.23482,-123.03373,10,5.0,5.0,188.0,1,127,98.0
100,100,49.26192,-123.0744,4,1.0,2.0,94.0,2,108,98.0
50,75,49.28117,-123.09964,3,1.0,2.0,85.0,90,2,100.0
91,94,49.2695,-123.10317,4,2.0,3.0,240.0,60,5,100.0
100,100,49.27636,-123.13203,5,2.0,3.0,156.0,2,121,99.0
100,100,49.28024,-123.123,4,1.0,1.0,80.0,30,11,100.0
100,99,49.26035,-123.0538,8,3.0,4.0,240.0,1,204,99.0
93,36,49.29041,-123.12514,2,1.0,1.0,83.0,31,1,100.0
100,100,49.28053,-123.10803,5,2.0,3.0,202.0,2,144,97.0
100,100,49.23149,-123.02698,6,2.0,3.0,134.0,15,50,94.0
90,38,49.28233,-123.11675,1,1.0,1.0,35.0,30,1,100.0
93,100,49.24451,-123.0646,5,2.0,2.0,86.0,2,16,86.0
83,100,49.27731,-123.13045,4,1.0,1.0,165.0,2,51,95.0
100,79,49.21744,-123.09425,10,4.0,5.0,229.0,2,40,94.0
60,86,49.28183,-123.10465,3,1.0,1.0,200.0,30,30,89.0
100,50,49.21219,-123.11335,2,1.0,1.0,35.0,30,2,90.0
100,50,49.21415,-123.11351,2,1.0,1.0,45.0,30,1,100.0
100,50,49.21356,-123.11131,2,1.0,1.0,37.0,30,1,100.0
100,50,49.21206,-123.112,2,1.0,1.0,37.0,30,7,97.0
100,100,49.27672,-123.10049,4,1.0,2.0,158.0,2,80,97.0
100,65,49.28073,-123.12637,4,2.0,2.0,129.0,30,8,100.0
70,66,49.2796,-123.12021,2,1.0,1.0,38.0,30,132,95.0
100,100,49.2294,-123.20236,4,2.0,2.0,79.0,30,75,97.0
100,91,49.23856,-123.16484,3,1.0,2.0,85.0,3,145,98.0
100,93,49.28221,-123.08364,2,1.0,1.0,110.0,2,57,94.0
96,98,49.28825,-123.04841,2,1.0,2.0,68.0,1,53,94.0
100,79,49.28249,-123.10305,2,1.0,1.0,99.0,21,57,99.0
96,98,49.28987,-123.0492,2,1.0,1.0,48.0,1,39,89.0
100,96,49.27672,-123.14587,2,1.0,1.0,120.0,2,98,99.0
100,97,49.26089,-123.10111,4,1.0,2.0,101.0,5,40,95.0
100,100,49.27803,-123.10886,2,1.0,1.0,125.0,3,86,91.0
80,100,49.2394,-123.04767,3,1.0,1.0,89.0,2,41,97.0
95,100,49.2928,-123.05042,4,1.0,1.0,120.0,1,66,95.0
90,97,49.28014,-123.12497,4,1.0,2.0,110.0,3,99,96.0
100,100,49.2568,-123.15795,6,2.0,3.0,188.0,30,32,96.0
100,86,49.24164,-123.0568,1,1.0,1.0,70.0,30,6,97.0
100,63,49.26218,-123.1994,2,1.0,2.0,75.0,2,29,99.0
100,100,49.26574,-123.15436,4,2.0,2.0,250.0,6,10,100.0
100,100,49.28122,-123.12817,1,1.0,1.0,85.0,3,27,99.0
100,86,49.27852,-123.12246,2,1.0,1.0,155.0,30,3,100.0
93,30,49.28704,-123.1321,2,1.0,1.0,65.0,30,12,88.0
100,100,49.28073,-123.12383,2,1.0,1.0,85.0,30,12,98.0
73,100,49.27987,-123.12306,3,1.0,1.0,72.0,30,1,100.0
100,72,49.28301,-123.09135,2,1.0,1.0,70.0,3,18,93.0
100,94,49.24564,-123.10418,3,1.0,2.0,100.0,1,128,98.0
100,100,49.26568,-123.10091,4,1.0,2.0,128.0,4,38,98.0
94,98,49.28009,-123.13039,1,1.0,1.0,31.0,5,9,91.0
94,98,49.28054,-123.13063,2,1.0,1.0,42.0,30,15,97.0
100,100,49.25564,-123.11139,5,3.0,3.0,83.0,1,160,95.0
0,0,49.2801,-123.12652,2,1.0,1.0,100.0,30,3,100.0
100,91,49.29095,-123.13901,5,2.0,2.0,182.0,2,50,89.0
100,83,49.247,-123.07462,8,3.0,4.0,219.0,3,72,98.0
100,100,49.21615,-123.14643,4,2.0,2.0,95.0,2,51,98.0
100,92,49.28746,-123.02625,8,3.0,4.0,300.0,2,43,96.0
0,0,49.28318,-123.10329,3,1.0,1.0,150.0,2,73,95.0
100,71,49.26024,-123.17907,2,1.0,0.0,125.0,30,2,100.0
100,100,49.24196,-123.10166,5,2.0,3.0,159.0,3,5,92.0
100,0,49.27507,-123.11667,3,1.0,1.0,100.0,30,5,100.0
83,90,49.27384,-123.06744,2,1.0,0.0,80.0,2,68,91.0
100,0,49.24002,-123.07362,8,3.0,4.0,225.0,2,36,98.0
0,0,49.28663,-123.12516,1,1.0,1.0,160.0,1,20,91.0
100,96,49.23414,-123.04269,12,5.0,6.0,296.0,3,60,99.0
100,96,49.27854,-123.12318,4,1.0,2.0,105.0,3,91,95.0
100,95,49.22664,-123.03522,4,2.0,2.0,75.0,2,63,98.0
97,85,49.28307,-123.12555,4,1.0,1.0,105.0,30,1,20.0
100,75,49.25258,-123.07974,3,2.0,2.0,85.0,5,16,100.0
100,89,49.26592,-123.06811,2,1.0,2.0,75.0,30,5,100.0
70,66,49.2779,-123.12067,5,3.0,3.0,125.0,30,5,96.0
100,93,49.2836,-123.13254,2,1.0,1.0,225.0,30,5,100.0
100,100,49.27099,-123.05703,2,1.0,1.0,150.0,1,39,95.0
100,100,49.27539,-123.13316,4,2.0,3.0,238.0,5,84,96.0
100,44,49.23157,-123.09974,10,5.0,5.0,467.0,3,11,98.0
100,100,49.26806,-123.1644,6,3.0,4.0,302.0,30,7,100.0
100,100,49.25322,-123.06633,2,1.0,1.0,135.0,3,27,100.0
100,95,49.22767,-123.03541,12,5.0,5.0,296.0,3,56,98.0
75,100,49.26856,-123.14022,4,2.0,4.0,180.0,31,4,100.0
90,96,49.28048,-123.12496,4,1.0,2.0,110.0,3,106,95.0
100,88,49.27181,-123.10482,3,1.0,1.0,110.0,30,12,100.0
100,96,49.23391,-123.04302,6,3.0,3.0,150.0,2,60,97.0
98,98,49.23786,-123.06725,14,6.0,7.0,328.0,1,115,96.0
100,84,49.28589,-123.12773,4,2.0,2.0,128.0,30,1,100.0
100,85,49.28029,-123.12292,3,2.0,2.0,135.0,30,4,100.0
100,50,49.27051,-123.06997,4,2.0,2.0,130.0,1,52,90.0
97,85,49.26651,-123.11846,2,1.0,1.0,89.0,30,2,100.0
100,0,49.23509,-123.1018,2,1.0,1.0,55.0,30,3,100.0
100,100,49.24876,-123.16433,2,1.0,2.0,90.0,1,1,100.0
100,100,49.27744,-123.05046,2,1.0,1.0,52.0,30,2,100.0
94,98,49.28192,-123.12952,2,1.0,1.0,40.0,27,12,93.0
100,100,49.25615,-123.16666,2,1.0,1.0,115.0,2,26,99.0
100,96,49.24666,-123.09781,6,3.0,3.0,246.0,5,66,96.0
100,100,49.23892,-123.17921,2,1.0,1.0,93.0,1,41,97.0
100,100,49.23848,-123.17721,1,1.0,1.0,79.0,1,29,100.0
100,20,49.28153,-123.12302,2,1.0,1.0,75.0,30,4,100.0
100,100,49.2884,-123.12755,2,1.0,1.0,110.0,31,1,80.0
100,91,49.27479,-123.12684,2,1.0,2.0,118.0,1,62,95.0
100,97,49.24117,-123.02709,2,1.0,2.0,75.0,2,26,98.0
93,36,49.28892,-123.12778,2,1.0,1.0,83.0,30,3,87.0
100,95,49.24687,-123.16086,2,1.0,0.0,40.0,2,38,96.0
99,85,49.27748,-123.12164,4,1.0,2.0,299.0,1,11,93.0
99,85,49.27807,-123.12233,4,1.0,1.0,225.0,1,29,95.0
99,85,49.27901,-123.12133,4,1.0,2.0,389.0,1,9,98.0
100,100,49.28675,-123.04655,4,2.0,2.0,89.0,2,60,97.0
100,100,49.21282,-123.1339,1,1.0,1.0,45.0,3,53,92.0
100,90,49.28101,-123.05851,4,2.0,2.0,89.0,2,41,97.0
50,93,49.27429,-123.14808,5,2.0,2.0,200.0,30,35,93.0
100,100,49.27286,-123.1511,4,1.0,1.0,170.0,4,62,96.0
100,96,49.28036,-123.12206,4,1.0,2.0,127.0,3,60,95.0
100,98,49.2901,-123.13296,2,1.0,1.0,102.0,30,2,100.0
100,98,49.29161,-123.13427,2,1.0,1.0,100.0,30,3,100.0
100,100,49.24885,-123.10251,6,3.0,3.0,220.0,3,27,100.0
100,100,49.28036,-123.10741,9,3.0,5.0,190.0,2,91,96.0
100,92,49.28058,-123.07253,2,1.0,1.0,43.0,1,66,93.0
90,75,49.24123,-123.15481,1,1.0,1.0,55.0,2,38,99.0
