host_response_rate,host_acceptance_rate,latitude,longitude,accommodates,bedrooms,beds,price,minimum_nights,number_of_reviews,rating
100,100,49.27915,-123.12522,3,1.0,1.0,109.0,2,37,97.0
92,99,49.27821,-123.1211,4,1.0,2.0,142.0,2,68,94.0
100,88,49.25035,-123.02402,6,3.0,3.0,220.0,2,7,94.0
50,100,49.26718,-123.13487,1,1.0,0.0,70.0,2,5,100.0
100,95,49.279,-123.10807,5,2.0,2.0,175.0,4,22,98.0
100,100,49.27588,-123.09249,6,3.0,3.0,180.0,2,22,96.0
0,0,49.28359,-123.12708,2,1.0,1.0,100.0,1,3,100.0
91,94,49.27823,-123.11642,2,1.0,1.0,93.0,180,1,100.0
100,94,49.28009,-123.10844,5,2.0,3.0,176.0,2,45,100.0
100,91,49.2307,-123.05101,8,4.0,4.0,207.0,2,39,97.0
100,100,49.2273,-123.11242,1,1.0,0.0,39.0,30,1,80.0
100,100,49.28405,-123.12374,2,1.0,1.0,140.0,30,1,100.0
100,100,49.26973,-123.10922,2,1.0,1.0,97.0,2,80,99.0
100,97,49.27905,-123.05809,4,2.0,2.0,79.0,1,31,92.0
100,75,49.27273,-123.15974,3,2.0,2.0,299.0,2,1,100.0
100,92,49.29205,-123.13455,3,2.0,2.0,209.0,2,9,98.0
90,77,49.25208,-123.08384,2,1.0,2.0,100.0,1,14,99.0
100,59,49.25505,-123.08505,2,1.0,1.0,109.0,4,2,100.0
100,59,49.25309,-123.08637,2,1.0,1.0,69.0,30,1,100.0
100,59,49.25507,-123.08444,2,1.0,1.0,65.0,30,6,100.0
100,100,49.26459,-123.16326,4,2.0,2.0,229.0,2,12,100.0
100,99,49.21037,-123.07199,2,1.0,1.0,120.0,1,19,94.0
100,88,49.25172,-123.08561,2,1.0,1.0,43.0,2,34,98.0
100,90,49.28014,-123.10564,4,1.0,2.0,119.0,3,25,99.0
100,96,49.27429,-123.1147,4,2.0,2.0,102.0,30,13,91.0
0,100,49.27842,-123.12711,4,2.0,2.0,130.0,30,1,100.0
100,96,49.285,-123.13827,3,1.0,1.0,229.0,30,23,96.0
100,98,49.2571,-123.08918,2,1.0,1.0,109.0,1,48,98.0
100,75,49.27387,-123.11942,2,1.0,1.0,99.0,30,5,96.0
100,100,49.27526,-123.11615,3,1.0,2.0,100.0,10,4,100.0
100,81,49.27797,-123.10778,4,1.0,1.0,103.0,1,14,96.0
100,100,49.27521,-123.1258,3,1.0,2.0,159.0,30,1,100.0
0,0,49.28291,-123.12964,2,1.0,1.0,100.0,1,1,100.0
100,89,49.26419,-123.1625,4,1.0,2.0,118.0,1,16,98.0
100,100,49.23756,-123.09926,2,1.0,1.0,65.0,3,13,94.0
100,100,49.23644,-123.18317,2,1.0,1.0,70.0,1,8,98.0
98,99,49.28973,-123.12059,4,1.0,2.0,102.0,2,21,97.0
30,60,49.26251,-123.07183,6,3.0,3.0,89.0,30,1,60.0
100,95,49.27621,-123.12415,3,1.0,0.0,120.0,30,5,96.0
100,95,49.23642,-123.14939,3,1.0,2.0,99.0,4,18,99.0
98,98,49.28018,-123.12492,3,1.0,1.0,74.0,1,39,89.0
100,100,49.25216,-123.06954,6,2.0,3.0,129.0,2,12,95.0
100,100,49.26714,-123.18224,4,2.0,3.0,300.0,7,2,100.0
100,96,49.28037,-123.12376,3,1.0,3.0,119.0,3,35,96.0
100,100,49.27087,-123.16124,2,1.0,1.0,73.0,30,2,100.0
0,77,49.2369,-123.17758,8,4.0,4.0,400.0,3,19,79.0
98,99,49.28864,-123.11659,2,1.0,2.0,47.0,30,1,100.0
100,67,49.24979,-123.08577,4,2.0,2.0,120.0,3,10,100.0
57,83,49.27691,-123.12281,3,2.0,1.0,200.0,2,12,97.0
100,98,49.28038,-123.10965,5,3.0,3.0,183.0,2,17,95.0
50,73,49.27079,-123.14996,2,1.0,2.0,155.0,1,4,95.0
100,96,49.2866,-123.12492,4,1.0,2.0,99.0,2,46,93.0
93,36,49.28054,-123.13589,2,1.0,1.0,89.0,30,1,100.0
100,84,49.23367,-123.03387,2,1.0,2.0,32.0,3,12,97.0
100,50,49.26871,-123.18062,5,2.0,3.0,155.0,3,5,100.0
100,80,49.26162,-123.18818,4,2.0,2.0,120.0,2,1,100.0
50,67,49.28324,-123.11646,2,1.0,1.0,100.0,30,1,60.0
100,96,49.28399,-123.10693,2,1.0,1.0,221.0,7,20,98.0
100,96,49.23342,-123.16456,4,2.0,2.0,77.0,1,15,100.0
0,100,49.24762,-123.03017,6,3.0,3.0,109.0,2,13,94.0
100,100,49.26694,-123.13986,4,1.0,2.0,145.0,30,7,89.0
100,100,49.26847,-123.13823,4,1.0,2.0,125.0,30,4,100.0
90,97,49.24836,-123.07571,4,1.0,2.0,134.0,2,17,95.0
82,94,49.2822,-123.12517,2,1.0,1.0,135.0,3,14,100.0
100,100,49.2368,-123.18303,6,2.0,3.0,197.0,3,14,99.0
100,88,49.2789,-123.12513,4,1.0,2.0,104.0,1,13,92.0
100,96,49.27902,-123.12517,4,1.0,2.0,108.0,3,23,94.0
100,92,49.27775,-123.10691,2,1.0,1.0,165.0,12,14,96.0
90,50,49.27641,-123.12148,1,1.0,1.0,28.0,30,2,70.0
100,80,49.26705,-123.16542,6,2.0,2.0,300.0,21,1,100.0
100,83,49.28514,-123.14291,4,1.0,1.0,171.0,2,4,100.0
100,87,49.24804,-123.08943,4,2.0,2.0,87.0,6,11,98.0
100,92,49.24338,-123.10025,2,1.0,1.0,89.0,6,8,98.0
100,75,49.2461,-123.0699,12,5.0,6.0,357.0,2,3,100.0
100,100,49.27425,-123.13044,2,1.0,1.0,113.0,30,2,100.0
100,100,49.25355,-123.12622,3,2.0,2.0,104.0,3,4,75.0
93,98,49.27991,-123.10537,2,1.0,2.0,125.0,1,29,94.0
100,57,49.23671,-123.09906,4,2.0,2.0,129.0,30,2,100.0
90,100,49.22442,-123.09227,2,1.0,1.0,60.0,13,10,88.0
82,91,49.26169,-123.11032,7,2.0,3.0,80.0,2,35,91.0
100,100,49.27082,-123.17978,3,2.0,2.0,103.0,1,41,100.0
100,95,49.27387,-123.13053,2,1.0,2.0,115.0,30,7,100.0
90,100,49.22434,-123.09186,2,1.0,1.0,45.0,30,6,97.0
100,75,49.21657,-123.14049,2,1.0,1.0,58.0,2,1,100.0
100,93,49.28044,-123.10815,2,1.0,1.0,75.0,12,9,100.0
100,95,49.27444,-123.1279,2,1.0,1.0,175.0,20,7,100.0
100,100,49.21256,-123.11908,1,1.0,1.0,35.0,1,6,100.0
84,55,49.2451,-123.08919,4,2.0,2.0,70.0,1,20,97.0
17,89,49.27844,-123.12194,4,1.0,1.0,283.0,4,6,97.0
100,100,49.28625,-123.1236,6,2.0,2.0,390.0,2,3,93.0
100,98,49.27992,-123.12492,2,1.0,1.0,104.0,1,62,87.0
17,89,49.27037,-123.10233,3,1.0,1.0,389.0,1,12,100.0
99,100,49.21494,-123.14394,2,1.0,1.0,39.0,1,15,84.0
17,89,49.27445,-123.12033,5,2.0,2.0,274.0,5,9,98.0
100,91,49.28023,-123.08396,2,1.0,1.0,92.0,30,10,100.0
97,53,49.28095,-123.12578,2,1.0,1.0,70.0,30,4,100.0
97,85,49.27495,-123.11551,4,1.0,1.0,115.0,30,4,95.0
80,82,49.28307,-123.11949,2,1.0,1.0,149.0,30,19,97.0
100,0,49.28051,-123.05269,5,1.0,3.0,108.0,1,9,100.0
100,99,49.27893,-123.13146,4,1.0,1.0,110.0,1,44,83.0
100,95,49.27891,-123.10844,6,3.0,5.0,199.0,4,25,98.0
100,100,49.26334,-123.19658,4,2.0,2.0,109.0,2,33,99.0
100,50,49.27789,-123.091,5,2.0,3.0,180.0,30,2,100.0
89,97,49.28763,-123.12287,6,2.0,3.0,223.0,2,22,95.0
100,100,49.28033,-123.10778,5,2.0,4.0,126.0,1,38,97.0
100,75,49.21675,-123.13954,2,1.0,1.0,58.0,2,1,100.0
100,93,49.27863,-123.10819,8,2.0,2.0,155.0,2,18,96.0
100,100,49.27885,-123.10729,6,2.0,3.0,278.0,2,44,99.0
100,85,49.24159,-123.07943,5,2.0,3.0,125.0,3,3,93.0
100,67,49.25625,-123.19604,4,1.0,4.0,150.0,2,1,100.0
100,100,49.2668,-123.09489,2,1.0,1.0,157.0,30,2,100.0
93,87,49.27751,-123.1281,4,1.0,1.0,90.0,30,3,87.0
100,100,49.27408,-123.13198,2,1.0,1.0,86.0,30,8,100.0
100,100,49.27541,-123.13,2,1.0,1.0,89.0,30,10,98.0
100,100,49.28029,-123.10752,3,1.0,1.0,149.0,7,31,98.0
100,100,49.23783,-123.09753,4,2.0,2.0,113.0,5,24,98.0
100,91,49.22769,-123.09166,2,1.0,1.0,72.0,2,17,96.0
100,100,49.22331,-123.10524,2,1.0,1.0,104.0,3,4,85.0
100,97,49.25536,-123.18389,2,1.0,1.0,55.0,1,18,89.0
100,100,49.2137,-123.07837,3,1.0,1.0,89.0,2,2,100.0
100,97,49.2561,-123.18894,2,1.0,1.0,55.0,1,6,100.0
100,100,49.27609,-123.13003,2,1.0,1.0,85.0,30,7,91.0
100,97,49.25609,-123.18397,1,1.0,1.0,42.0,1,14,91.0
100,97,49.25466,-123.18616,1,1.0,1.0,45.0,1,21,99.0
100,94,49.27862,-123.10914,6,2.0,2.0,170.0,2,21,90.0
100,100,49.24554,-123.09304,5,2.0,3.0,75.0,1,55,97.0
100,93,49.27804,-123.02883,6,3.0,3.0,235.0,3,10,98.0
100,100,49.27999,-123.10845,8,2.0,4.0,338.0,3,11,98.0
100,95,49.28047,-123.10863,2,1.0,1.0,71.0,8,16,96.0
100,100,49.25468,-123.11859,4,1.0,1.0,79.0,2,8,100.0
98,98,49.23486,-123.10138,12,4.0,6.0,356.0,1,36,96.0
10,50,49.27596,-123.11545,4,1.0,1.0,313.0,1,1,20.0
100,100,49.27696,-123.05023,2,1.0,1.0,88.0,1,15,100.0
100,100,49.2922,-123.13374,3,1.0,2.0,96.0,2,13,89.0
100,97,49.25527,-123.18372,1,1.0,1.0,55.0,1,5,100.0
100,84,49.27815,-123.12691,4,2.0,2.0,180.0,30,1,40.0
98,98,49.23681,-123.10179,4,2.0,2.0,101.0,1,15,92.0
100,98,49.26373,-123.09265,5,3.0,5.0,170.0,3,16,89.0
100,88,49.27922,-123.12147,4,1.0,1.0,154.0,2,7,97.0
100,100,49.2609,-123.09231,7,3.0,3.0,321.0,3,3,87.0
100,67,49.28093,-123.09933,2,1.0,1.0,62.0,45,1,100.0
100,100,49.23737,-123.13276,1,1.0,1.0,31.0,30,1,100.0
0,0,49.28139,-123.12804,2,1.0,1.0,100.0,1,2,100.0
100,84,49.27988,-123.12065,2,1.0,1.0,92.0,32,1,100.0
100,84,49.28014,-123.11868,2,1.0,1.0,96.0,30,1,100.0
90,100,49.24497,-123.1288,6,3.0,3.0,131.0,30,3,100.0
100,65,49.26523,-123.10084,5,2.0,2.0,199.0,2,5,96.0
100,95,49.27405,-123.13222,2,1.0,1.0,100.0,7,35,98.0
100,100,49.21079,-123.11699,4,2.0,2.0,228.0,2,1,100.0
0,0,49.28442,-123.12949,2,1.0,1.0,100.0,1,1,100.0
100,84,49.22267,-123.08954,8,3.0,3.0,250.0,30,2,100.0
100,100,49.28836,-123.12415,2,1.0,1.0,140.0,7,43,99.0
0,100,49.27878,-123.12366,4,1.0,1.0,59.0,30,1,100.0
100,93,49.27827,-123.12172,3,1.0,2.0,109.0,2,48,97.0
96,98,49.28985,-123.04998,2,1.0,1.0,47.0,1,16,94.0
100,94,49.24876,-123.04477,8,4.0,4.0,310.0,4,15,100.0
93,87,49.28748,-123.12593,5,2.0,2.0,158.0,30,1,100.0
100,100,49.26723,-123.18257,3,1.0,1.0,140.0,2,11,93.0
100,50,49.27567,-123.12886,3,1.0,1.0,129.0,30,4,100.0
80,100,49.26559,-123.06758,6,2.0,2.0,195.0,30,2,100.0
100,97,49.25663,-123.18622,2,1.0,1.0,55.0,1,17,88.0
100,92,49.25372,-123.11815,1,1.0,1.0,34.0,30,1,100.0
100,100,49.27108,-123.15796,4,1.0,1.0,123.0,1,51,88.0
100,97,49.26625,-123.09785,2,1.0,1.0,150.0,2,17,96.0
100,100,49.24492,-123.16816,4,2.0,3.0,90.0,30,2,100.0
100,92,49.21144,-123.06261,10,5.0,5.0,240.0,2,44,87.0
100,84,49.22282,-123.08846,3,1.0,1.0,89.0,30,2,90.0
100,100,49.27915,-123.02589,5,2.0,2.0,50.0,1,7,100.0
100,95,49.25238,-123.0259,7,2.0,3.0,74.0,1,28,99.0
100,100,49.28101,-123.10539,3,1.0,1.0,80.0,30,1,100.0
100,97,49.27897,-123.10972,4,1.0,2.0,135.0,2,27,99.0
100,81,49.28595,-123.12252,3,1.0,2.0,199.0,28,8,100.0
100,100,49.23471,-123.10044,2,1.0,1.0,105.0,2,9,100.0
100,100,49.27338,-123.12292,4,2.0,2.0,144.0,2,2,80.0
100,84,49.22288,-123.09003,2,2.0,3.0,109.0,30,3,93.0
100,100,49.27582,-123.13218,6,2.0,3.0,150.0,30,1,100.0
100,97,49.24866,-123.08076,2,2.0,2.0,110.0,2,25,99.0
100,75,49.26072,-123.08482,3,2.0,3.0,150.0,2,1,80.0
100,33,49.27952,-123.10912,2,1.0,1.0,150.0,30,1,100.0
100,67,49.25081,-123.10436,6,2.0,2.0,89.0,2,2,80.0
100,67,49.24961,-123.10529,5,2.0,2.0,175.0,1,2,100.0
100,96,49.2801,-123.12652,6,2.0,2.0,217.0,3,7,100.0
100,100,49.28745,-123.12368,2,1.0,1.0,240.0,3,4,100.0
100,96,49.2801,-123.12652,6,2.0,2.0,191.0,14,6,100.0
100,100,49.28141,-123.10261,2,1.0,1.0,148.0,3,35,98.0
100,100,49.26894,-123.15817,1,1.0,1.0,40.0,30,2,90.0
100,92,49.28239,-123.10311,4,1.0,1.0,80.0,30,2,100.0
100,99,49.2782,-123.12434,2,1.0,1.0,67.0,1,11,89.0
100,96,49.2737,-123.12857,2,1.0,1.0,95.0,30,4,95.0
100,99,49.27856,-123.12421,1,1.0,1.0,38.0,1,17,96.0
60,100,49.26828,-123.05226,6,3.0,3.0,129.0,30,2,70.0
93,98,49.27793,-123.12065,3,1.0,2.0,217.0,2,31,99.0
100,90,49.26122,-123.07269,1,1.0,1.0,24.0,30,3,80.0
17,89,49.27854,-123.10631,4,1.0,1.0,188.0,5,6,97.0
100,100,49.28645,-123.12277,5,2.0,2.0,166.0,1,40,92.0
100,100,49.27414,-123.12675,4,2.0,3.0,139.0,90,3,100.0
100,100,49.27409,-123.15169,4,2.0,2.0,248.0,1,35,97.0
91,80,49.27805,-123.12911,4,2.0,2.0,127.0,60,1,80.0
100,100,49.25835,-123.16539,4,2.0,3.0,145.0,1,12,90.0
25,33,49.21117,-123.1157,5,2.0,2.0,100.0,30,1,100.0
100,100,49.26304,-123.18488,4,2.0,3.0,215.0,1,2,100.0
100,89,49.28639,-123.12469,6,2.0,3.0,135.0,1,82,98.0
97,85,49.27543,-123.11574,4,1.0,1.0,115.0,30,3,100.0
100,97,49.25248,-123.07473,4,2.0,2.0,74.0,2,26,87.0
100,97,49.25081,-123.07603,2,1.0,2.0,69.0,2,36,93.0
100,100,49.26751,-123.18195,2,1.0,1.0,115.0,5,8,100.0
100,100,49.23822,-123.1574,4,2.0,2.0,366.0,30,2,100.0
100,99,49.27738,-123.12044,4,2.0,2.0,160.0,30,2,100.0
100,100,49.27591,-123.13078,3,1.0,2.0,138.0,30,2,100.0
100,100,49.2515,-123.1937,6,2.0,3.0,109.0,1,73,98.0
93,95,49.27603,-123.11437,4,2.0,2.0,140.0,2,9,89.0
100,96,49.20482,-123.02891,2,1.0,1.0,80.0,30,15,100.0
93,95,49.276,-123.11482,4,2.0,2.0,140.0,2,7,83.0
93,95,49.27374,-123.11472,4,2.0,2.0,132.0,2,2,90.0
99,100,49.22371,-123.11988,1,1.0,1.0,34.0,1,21,82.0
93,95,49.27355,-123.11565,3,2.0,2.0,129.0,2,6,90.0
93,95,49.27401,-123.11411,4,2.0,1.0,138.0,2,5,92.0
99,100,49.22295,-123.1197,2,1.0,1.0,40.0,1,22,83.0
93,95,49.27575,-123.11459,4,2.0,2.0,148.0,2,6,80.0
93,95,49.21591,-123.11292,3,1.0,2.0,169.0,30,1,100.0
99,100,49.22157,-123.11945,1,1.0,1.0,38.0,1,12,75.0
100,100,49.22166,-123.11974,1,1.0,1.0,41.0,1,3,87.0
10,74,49.27558,-123.11462,3,2.0,1.0,145.0,2,15,91.0
100,100,49.28108,-123.08976,4,2.0,2.0,100.0,30,7,100.0
93,95,49.27395,-123.1143,4,2.0,2.0,128.0,2,8,90.0
93,95,49.27571,-123.1163,4,2.0,1.0,132.0,2,6,80.0
93,95,49.27563,-123.11437,4,2.0,2.0,140.0,2,4,90.0
93,95,49.21687,-123.11164,3,1.0,1.0,161.0,2,3,100.0
100,100,49.27097,-123.1604,2,1.0,1.0,203.0,2,15,99.0
100,100,49.26511,-123.15657,5,3.0,3.0,395.0,3,3,100.0
93,36,49.283,-123.12695,4,2.0,2.0,150.0,30,1,60.0
100,63,49.26115,-123.11512,4,2.0,2.0,145.0,30,3,100.0
100,92,49.28057,-123.02463,4,2.0,2.0,135.0,30,1,100.0
0,86,49.2749,-123.11748,2,1.0,1.0,175.0,1,8,98.0
89,95,49.2736,-123.11402,5,2.0,3.0,170.0,30,21,98.0
94,99,49.26391,-123.21295,1,1.0,1.0,55.0,1,1,80.0
100,99,49.2799,-123.10694,4,1.0,2.0,119.0,1,41,93.0
100,100,49.23064,-123.0368,6,2.0,3.0,98.0,2,2,100.0
97,85,49.27466,-123.11493,4,1.0,1.0,100.0,90,2,60.0
93,95,49.27385,-123.11496,8,4.0,4.0,210.0,2,3,60.0
93,95,49.27606,-123.11575,3,1.0,1.0,138.0,2,9,91.0
93,95,49.27179,-123.1006,6,3.0,3.0,172.0,30,3,80.0
100,95,49.20296,-123.1334,2,1.0,1.0,105.0,30,1,100.0
93,95,49.27393,-123.11463,3,2.0,1.0,138.0,2,5,92.0
93,95,49.27386,-123.11595,4,2.0,2.0,140.0,2,5,76.0
0,79,49.28253,-123.11232,3,1.0,1.0,179.0,1,1,20.0
100,99,49.24902,-123.16086,2,1.0,1.0,52.0,1,9,82.0
100,99,49.24919,-123.16089,2,1.0,1.0,39.0,1,20,74.0
100,99,49.24708,-123.16278,2,1.0,1.0,48.0,1,23,85.0
100,99,49.24898,-123.16071,2,1.0,1.0,42.0,1,8,78.0
100,99,49.24752,-123.16257,2,1.0,1.0,34.0,1,13,74.0
100,99,49.24888,-123.16112,2,1.0,1.0,35.0,1,12,80.0
100,99,49.24754,-123.16058,2,1.0,1.0,34.0,1,5,76.0
100,92,49.25529,-123.11129,2,1.0,1.0,87.0,30,4,95.0
100,88,49.29383,-123.13639,4,1.0,3.0,139.0,30,2,100.0
100,99,49.25138,-123.15709,1,1.0,1.0,38.0,1,17,75.0
100,100,49.26799,-123.16636,6,3.0,3.0,251.0,30,3,100.0
93,95,49.27579,-123.11608,4,2.0,2.0,148.0,2,9,84.0
100,100,49.2585,-123.08537,4,2.0,4.0,165.0,4,3,100.0
93,95,49.27599,-123.11649,4,2.0,2.0,148.0,2,8,93.0
100,80,49.24734,-123.07494,4,1.0,2.0,87.0,1,8,93.0
100,100,49.27096,-123.06074,2,1.0,1.0,106.0,30,1,80.0
100,99,49.24925,-123.16046,2,1.0,1.0,38.0,1,12,75.0
100,59,49.26705,-123.16161,4,2.0,2.0,320.0,2,6,90.0
100,71,49.27912,-123.09902,1,1.0,1.0,61.0,2,10,94.0
100,99,49.21613,-123.14369,2,1.0,1.0,58.0,1,33,88.0
100,99,49.21452,-123.14231,4,1.0,2.0,48.0,1,26,91.0
100,99,49.21549,-123.14257,1,1.0,1.0,36.0,1,11,89.0
100,99,49.21561,-123.14419,1,1.0,1.0,42.0,1,11,96.0
100,91,49.27581,-123.12913,5,2.0,3.0,200.0,34,8,100.0
89,100,49.25976,-123.07446,2,1.0,1.0,93.0,2,28,99.0
100,97,49.28024,-123.1094,2,1.0,1.0,112.0,30,1,80.0
80,100,49.27472,-123.11666,3,1.0,1.0,170.0,30,7,97.0
100,89,49.27751,-123.09855,4,1.0,2.0,116.0,7,9,100.0
100,91,49.23972,-123.15498,2,1.0,1.0,109.0,3,7,100.0
99,99,49.22337,-123.12742,2,1.0,1.0,40.0,1,11,98.0
100,91,49.23854,-123.05431,6,3.0,4.0,279.0,3,8,100.0
100,63,49.22098,-123.04455,4,2.0,2.0,130.0,2,2,100.0
65,94,49.27829,-123.10655,4,1.0,1.0,399.0,1,4,85.0
100,67,49.28147,-123.10822,2,1.0,1.0,100.0,92,1,100.0
100,100,49.2754,-123.12857,4,1.0,1.0,170.0,5,37,98.0
95,100,49.23548,-123.14041,5,1.0,2.0,79.0,1,9,96.0
100,70,49.23397,-123.03716,1,1.0,0.0,25.0,30,1,100.0
100,92,49.28725,-123.12274,6,2.0,3.0,210.0,2,11,87.0
100,71,49.25855,-123.0797,2,1.0,1.0,110.0,5,1,100.0
100,89,49.24412,-123.13165,2,1.0,2.0,48.0,1,23,97.0
50,86,49.2767,-123.02369,1,1.0,0.0,45.0,2,1,80.0
100,100,49.28852,-123.12402,3,1.0,1.0,106.0,2,48,95.0
30,71,49.29037,-123.12809,2,1.0,1.0,120.0,30,2,100.0
100,100,49.27789,-123.10709,5,4.0,4.0,290.0,30,35,95.0
100,95,49.24775,-123.18042,3,1.0,2.0,115.0,2,13,94.0
96,100,49.25874,-123.11104,2,1.0,2.0,42.0,30,4,80.0
70,87,49.28076,-123.10981,8,3.0,3.0,314.0,31,6,100.0
79,98,49.27666,-123.12818,1,1.0,1.0,40.0,2,26,93.0
100,85,49.2379,-123.06381,4,3.0,3.0,132.0,42,4,100.0
100,92,49.29232,-123.13462,3,2.0,2.0,229.0,2,2,100.0
100,100,49.2785,-123.12065,3,1.0,1.0,100.0,4,19,92.0
96,100,49.26025,-123.11151,1,1.0,1.0,25.0,30,3,93.0
100,96,49.25024,-123.05147,4,2.0,2.0,90.0,3,9,89.0
77,93,49.23828,-123.1536,2,1.0,0.0,45.0,1,1,100.0
100,98,49.27773,-123.12082,3,1.0,2.0,132.0,2,14,100.0
100,88,49.26047,-123.07837,2,1.0,1.0,31.0,30,1,20.0
100,88,49.25959,-123.0782,2,1.0,1.0,27.0,30,3,80.0
100,100,49.2812,-123.12689,6,2.0,4.0,180.0,3,8,95.0
100,90,49.26111,-123.07165,1,1.0,1.0,30.0,30,2,100.0
100,60,49.27776,-123.08485,2,1.0,1.0,120.0,3,4,100.0
100,100,49.28202,-123.10757,4,3.0,3.0,158.0,1,20,94.0
99,99,49.22613,-123.12858,4,1.0,2.0,55.0,1,5,92.0
95,95,49.28008,-123.10864,5,3.0,4.0,157.0,2,61,98.0
100,80,49.24245,-123.08382,2,1.0,1.0,90.0,2,1,100.0
86,80,49.27059,-123.05699,4,2.0,2.0,120.0,2,4,95.0
100,97,49.27764,-123.12334,10,3.0,5.0,150.0,1,26,97.0
100,100,49.27537,-123.12202,2,1.0,1.0,150.0,30,1,100.0
100,91,49.25825,-123.07885,2,1.0,1.0,28.0,30,3,80.0
100,91,49.25984,-123.08007,2,1.0,1.0,26.0,30,1,80.0
98,98,49.23701,-123.10017,6,2.0,2.0,113.0,1,1,100.0
93,95,49.27036,-123.10119,6,3.0,3.0,202.0,30,3,87.0
100,91,49.25282,-123.09166,2,1.0,1.0,30.0,30,1,60.0
93,95,49.27353,-123.11563,4,2.0,2.0,138.0,2,7,80.0
90,100,49.21959,-123.09827,4,1.0,1.0,70.0,2,7,89.0
100,91,49.26464,-123.099,3,1.0,2.0,94.0,20,17,100.0
100,100,49.27936,-123.12044,4,2.0,2.0,188.0,30,2,100.0
100,100,49.27825,-123.12111,4,2.0,2.0,290.0,2,20,98.0
100,88,49.25312,-123.09184,2,1.0,1.0,27.0,30,1,100.0
100,95,49.28101,-123.10346,4,1.0,2.0,119.0,1,12,100.0
100,100,49.28137,-123.10354,2,1.0,1.0,250.0,7,3,100.0
100,91,49.25822,-123.07895,2,1.0,1.0,27.0,30,1,100.0
100,100,49.27354,-123.07188,2,1.0,2.0,80.0,30,2,100.0
100,88,49.25486,-123.08989,2,1.0,1.0,37.0,5,2,100.0
100,96,49.28295,-123.11335,2,1.0,1.0,148.0,1,39,99.0
100,75,49.27199,-123.1617,2,2.0,2.0,99.0,30,2,100.0
98,99,49.28857,-123.12232,3,1.0,2.0,87.0,3,12,100.0
50,44,49.28874,-123.02393,8,3.0,3.0,221.0,2,3,100.0
80,91,49.24968,-123.09156,4,2.0,3.0,110.0,1,22,92.0
100,50,49.27678,-123.12976,2,1.0,1.0,115.0,31,2,100.0
100,96,49.28125,-123.11185,2,1.0,1.0,142.0,1,20,97.0
100,100,49.25525,-123.1676,2,1.0,1.0,79.0,1,13,100.0
100,82,49.25184,-123.04145,2,1.0,1.0,55.0,3,2,100.0
97,85,49.27076,-123.10098,2,1.0,1.0,100.0,30,4,100.0
100,92,49.29142,-123.13445,2,1.0,1.0,179.0,1,9,98.0
100,96,49.28333,-123.11118,4,1.0,2.0,163.0,1,21,98.0
100,96,49.28293,-123.11321,4,1.0,2.0,144.0,1,13,95.0
100,100,49.28875,-123.12286,4,1.0,2.0,200.0,2,11,98.0
100,100,49.27664,-123.09226,2,1.0,1.0,197.0,30,2,100.0
100,100,49.28304,-123.09635,2,1.0,1.0,79.0,1,4,90.0
100,100,49.25176,-123.11792,5,2.0,2.0,199.0,2,7,91.0
100,88,49.25479,-123.09146,2,1.0,1.0,36.0,10,5,84.0
100,100,49.2608,-123.11224,2,1.0,1.0,113.0,1,1,80.0
100,100,49.23931,-123.07621,4,2.0,2.0,138.0,2,13,98.0
100,100,49.26571,-123.17853,6,2.0,3.0,98.0,2,14,93.0
100,100,49.23751,-123.09957,2,1.0,1.0,75.0,3,7,100.0
100,82,49.26194,-123.10838,2,1.0,1.0,75.0,2,4,100.0
100,95,49.24573,-123.08301,4,1.0,2.0,96.0,5,14,99.0
57,83,49.27809,-123.10653,4,1.0,1.0,200.0,2,1,100.0
100,100,49.27519,-123.11506,2,1.0,2.0,200.0,30,1,80.0
100,100,49.27557,-123.12677,1,1.0,1.0,95.0,30,3,93.0
96,100,49.25889,-123.11327,2,1.0,1.0,42.0,30,1,80.0
91,80,49.27565,-123.11466,3,1.0,0.0,90.0,60,1,100.0
100,94,49.27958,-123.10676,6,2.0,5.0,180.0,2,4,80.0
100,100,49.24785,-123.02555,2,1.0,1.0,80.0,2,5,100.0
99,100,49.22124,-123.11926,2,1.0,1.0,35.0,1,11,73.0
100,100,49.2614,-123.16641,4,1.0,4.0,135.0,30,4,95.0
100,95,49.23348,-123.11616,4,2.0,2.0,135.0,3,6,100.0
100,88,49.26007,-123.08008,2,1.0,0.0,27.0,30,2,80.0
100,93,49.28065,-123.10795,6,2.0,3.0,159.0,2,17,98.0
100,100,49.24642,-123.02565,4,2.0,2.0,99.0,3,6,80.0
100,100,49.27057,-123.0601,2,1.0,1.0,70.0,2,5,100.0
100,63,49.27498,-123.13384,4,2.0,2.0,150.0,28,1,100.0
100,91,49.2535,-123.08985,2,1.0,1.0,30.0,30,1,100.0
100,100,49.26962,-123.10804,2,1.0,2.0,110.0,30,3,100.0
100,88,49.25375,-123.09178,2,1.0,1.0,31.0,30,1,60.0
96,99,49.23429,-123.13786,6,3.0,4.0,100.0,1,9,82.0
80,74,49.28299,-123.13619,3,1.0,1.0,120.0,20,3,73.0
100,100,49.24091,-123.10307,5,2.0,3.0,99.0,2,10,100.0
100,82,49.27986,-123.10879,6,4.0,4.0,180.0,365,10,92.0
93,95,49.23637,-123.12739,6,3.0,3.0,261.0,90,3,80.0
